"","values","ind"
"1613","PSMB2","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1614","PSMB3","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1615","PSMB4","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1616","PSMB5","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1617","PSMB6","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1618","PSMB7","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1619","PSMB8","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1620","PSMB9","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1621","PSMB10","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1622","KIF15","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1623","PSMC1","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1624","PSMC2","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1625","PSMC3","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1626","PSMC4","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1627","PSMC5","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1628","PSMC6","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1629","PSMD1","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1630","PSMD2","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1631","PSMD3","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1632","PSMD4","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1633","PSMD5","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1634","PSMD7","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1635","PSMD8","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1636","PSMD9","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1637","SMURF1","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1638","PSMD10","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1639","PSMD11","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1640","PSMD12","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1641","PSMD13","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1642","BAD","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1643","PSME1","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1644","PSME2","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1645","PTEN","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1646","TRIB3","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1647","PTPN6","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1648","PTPRC","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1649","PVR","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1650","PVRL2","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1651","RAC1","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1652","RAF1","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1653","RAP1A","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1654","RAP1B","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1655","RAP1GAP","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1656","REL","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1657","RELA","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1658","RNF4","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1659","RNF6","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1660","RPS6KB2","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1661","RPS27A","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1662","RNF123","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1663","UBE2O","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1664","SEC13","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1665","BLK","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1666","SELL","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1667","BLMH","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1668","PJA1","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1669","MLST8","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1670","RNF25","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1671","LOC644006","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1672","TCEB1P3","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1673","SH3GL2","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1674","SHC1","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1675","UBE2HP1","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1676","LOC646626","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1677","ANAPC1","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1678","SMURF2","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1679","LOC647654","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1680","KLC2","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1681","LOC648998","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1682","SIPA1","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1683","LOC649620","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1684","HLA-K","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1685","SKP1","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1686","SKP2","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1687","LOC650621","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1688","LOC651536","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1689","LOC651763","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1690","LOC652578","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1691","LOC652626","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1692","UBE2Z","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1693","LOC652826","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1694","LOC653879","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1695","SOS1","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1696","SPTBN2","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1697","SRC","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1698","TRIM21","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1699","STIM1","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1700","SYK","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1701","MAP3K7","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1702","TAP1","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1703","TAP2","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1704","TCEB1","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1705","TCEB2","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1706","BTK","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1707","TPP2","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1708","C3","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1709","TRAF6","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1710","TSC2","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1711","RPS27AP11","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1712","LOC729120","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1713","CDC26P1","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1714","LOC730418","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1715","TYROBP","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1716","LOC730594","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1717","LOC731049","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1718","LOC731066","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1719","UBA52","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1720","LOC731292","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1721","LOC731429","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1722","UBA1","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1723","UBA7","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1724","UBE2A","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1725","UBE2B","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1726","UBE2D1","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1727","UBE2D2","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1728","UBE2D3","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1729","UBE2E1","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1730","UBE2E2","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1731","UBE2G1","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1732","UBE2G2","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1733","UBE2H","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1734","UBE2L3","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1735","UBE2N","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1736","UBE2V2","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1737","UBE3A","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1738","VASP","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1739","VAV1","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1740","VCAM1","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1741","VHL","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1742","WAS","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1743","YES1","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1744","YWHAB","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1745","YWHAZ","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1746","ZAP70","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1747","ZBTB16","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1748","RAB7A","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1749","MAPKAP1","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1750","ULBP3","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1751","HECTD3","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1752","DYNC2H1","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1753","ASB13","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1754","UBA5","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1755","CALM1","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1756","SPSB1","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1757","RNF34","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1758","ULBP2","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1759","ULBP1","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1760","PDCD1LG2","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1761","CALM2","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1762","CUL5","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1763","CALM3","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1764","CALR","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1765","GAN","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1766","TRIM11","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1767","KIF18A","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1768","CANX","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1769","RILP","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1770","CASP9","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1771","AKT1S1","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1772","CARD11","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1773","DCTN5","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1774","CUL3","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1775","CUL2","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1776","CUL1","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1777","KIF2B","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1778","TRIM63","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1779","SPSB2","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1780","ORAI1","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1781","PIK3R3","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1782","IKBKG","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1783","IFITM1","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1784","SOCS1","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1785","DYNLL1","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1786","CBL","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1787","CBLB","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1788","CDC23","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1789","CTSF","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1790","TNFRSF14","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1791","RIPK2","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1792","CDC16","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1793","AP1S2","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1794","AP1M1","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1795","BCL10","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1796","HERC2","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1797","BTRC","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1798","UBE3B","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1799","KLC4","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1800","MAP3K14","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1801","SOCS3","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1802","KLHL13","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1803","UBA3","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1804","UBE2M","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1805","LRSAM1","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1806","CD3D","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1807","CD3E","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1808","CD3G","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1809","CD247","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1810","CD4","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1811","SPSB4","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1812","UBE2L6","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1813","CD8A","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1814","ASB16","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1815","CD8B","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1816","UBE2Q2","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1817","CD19","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1818","TRIP12","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1819","UBE4A","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1820","FBXO44","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1821","KIF3B","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1822","CD28","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1823","GRAP2","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1824","CD80","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1825","CD86","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1826","CD34","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1827","CD36","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1828","PSMF1","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1829","KIF23","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1830","NPEPPS","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1831","CD40","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1832","CD40LG","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1833","SEC24C","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1834","DZIP3","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1835","UBE3C","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1836","CD74","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1837","CD79A","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1838","VPRBP","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1839","CD79B","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1840","CD81","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1841","KEAP1","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1842","CUL7","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1843","PSMD6","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1844","PJA2","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1845","SEC24D","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1846","MRC2","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1847","CDC20","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1848","CDC27","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1849","CDC34","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1850","RBX1","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1851","CDC42","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1852","CDH1","REACTOME_ADAPTIVE_IMMUNE_SYSTEM"
"1853","ADAR","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"1854","IRF9","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"1855","NOD1","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"1856","IFITM3","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"1857","TAB1","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"1858","IFITM2","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"1859","NUP50","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"1860","NUPL2","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"1861","IRAK3","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"1862","USP18","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"1863","CHUK","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"1864","GBP4","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"1865","GBP5","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"1866","CISH","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"1867","NUP35","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"1868","MAP3K8","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"1869","CRK","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"1870","CRKL","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"1871","CSF2","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"1872","CSF2RA","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"1873","CSF2RB","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"1874","CSH1","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"1875","LOC144383","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"1876","GBP6","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"1877","EGR1","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"1878","EIF4A1","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"1879","EIF4A2","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"1880","EIF4E","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"1881","EIF4G1","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"1882","EIF4G2","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"1883","PTK2B","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"1884","FCGR1A","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"1885","FCGR1B","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"1886","TAB2","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"1887","NUP205","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"1888","FLNB","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"1889","NUP210","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"1890","NUP188","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"1891","DDX58","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"1892","NUP62","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"1893","PELI3","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"1894","FYN","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"1895","IFI6","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"1896","TAB3","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"1897","ARIH1","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"1898","SH2B1","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"1899","GBP1","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"1900","GBP2","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"1901","GH1","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"1902","GH2","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"1903","GHR","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"1904","GRB2","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"1905","RAPGEF1","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"1906","BLNK","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"1907","HCK","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"1908","HGF","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"1909","HLA-A","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"1910","HLA-B","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"1911","HLA-C","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"1912","HLA-DPA1","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"1913","HLA-DPB1","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"1914","HLA-DQA1","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"1915","HLA-DQA2","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"1916","HLA-DRB1","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"1917","HLA-DRB3","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"1918","HLA-DRB5","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"1919","HLA-F","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"1920","HLA-G","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"1921","EIF4E3","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"1922","HRAS","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"1923","ICAM1","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"1924","IRF8","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"1925","IFI27","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"1926","IFI35","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"1927","IFIT2","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"1928","IFIT1","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"1929","IFIT3","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"1930","IFNA1","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"1931","IFNA2","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"1932","IFNA4","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"1933","IFNA5","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"1934","IFNA6","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"1935","IFNA7","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"1936","IFNA8","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"1937","IFNA10","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"1938","IFNA14","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"1939","IFNA16","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"1940","IFNA17","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"1941","IFNA21","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"1942","IFNAR1","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
"1943","IFNAR2","REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM"
